SRR13825328	SRR6324886	SRR9118109
16S_1565a11c9e62	9	0	6
23S_10719ae54fab	257	4	58
23S_110125b337cf	42	0	766
5S_2885a643c62e	12	0	7
23S_14214971915f	5605	0	8033
23S_10561e0273a7	3	0	0
23S_209882d80648	3	0	183
23S_23877bcb6e3e	1	2	0
23S_2255b94470f2	24541	0	21897
16S_28639c0b6c9d	86	4	422
16S_11767d407c1f	4	0	812
16S_10876477937d	57154	12	1749
23S_116583ea3787	122	0	2
23S_2647dded30e5	23	0	67
23S_2485bf733e08	39	0	3
23S_1818ec8f532b	24	0	0
23S_2754680c39be	1	0	1
23S_18936b0755cf	9	1082	108088
23S_13069f5e60c7	33	1935	161953
16S_2644ed8b11dc	126	0	148
23S_2591e417748f	2150	3	3
23S_224722a105d3	255	2	112724
23S_1027a71d49f1	160	0	985
16S_1084426b21e6	170	71	10752
23S_27164857d4df	176	22	766
23S_1975bcb38987	2384	8	13414
16S_22651713b5a8	1499	6	532
23S_277306a63e93	1	0	0
23S_2509e75a016d	4415	0	210
23S_2745455ed742	3828	0	1215
23S_1587dd829baf	30	10	1180
16S_2462749b1fa2	170	71	10752
23S_1358b6d99408	52	0	111
23S_1982d85d443d	1123	21	113091
16S_25520d2cd0d3	110	30	41
16S_13425216eb43	385216	4130	345088
16S_1616704bb3d4	1271	20	689
23S_15906ada8dd5	1	0	0
23S_22645309f756	57	4945	407650
23S_124033e34723	4	0	63
16S_282766dbe31a	2	0	555
23S_11283c896001	2	4	3
23S_1170495060f8	2	0	1409
23S_1789be1ff7e1	2	0	2173
23S_23161673b733	2	0	0
23S_167003d9c514	77	0	1203
23S_28446aa0d6ea	54	0	7702
23S_2061f654455d	1	0	238
16S_25566a2f3395	14739	0	8
23S_174948bf7afc	1	0	32
23S_16313722a5f5	2	0	0
23S_25748677ced3	15251	0	271
16S_271207248750	242	1	313
23S_161476221135	39876	0	601
16S_1190d534c24a	1534	966	88765
23S_1977b375981c	9	0	307
16S_26379e070517	179	2047	126047
23S_2988db54d5cd	40	0	0
16S_1000047c7f9b	7	2489	368605
16S_1714aeefb4d9	3360	0	0
23S_212957088b9b	1898	0	0
23S_27822c4f1afe	8	4	303
23S_2190097f7db7	121	1	379
23S_1803fd38000e	53	0	113
16S_2440b038abf5	514561	1979	71143
23S_2579300805c6	16	0	2412
16S_2923f8e575ce	3243	0	122
23S_24363d0e4c63	8	8	34
23S_15855b026cb5	1	0	258
23S_17511ca7b342	3554	17	5556
23S_20693f26baef	44	0	29
23S_21872708777b	758	2	2
16S_19248a4de019	3	0	0
16S_2627e86b6625	1133	0	1219
23S_1255f2fdab3e	2	0	115
16S_11494ab6a1e3	58	1145	78880
23S_1033f26ac986	355	5	1154
16S_24195465b65b	1	2649	157973
23S_1144b4a45b49	30	1	0
23S_2605c84bb73f	7	0	0
23S_150250923b18	76	0	2
23S_2503368ff85d	99991	5	12594
23S_272768746f0d	71	0	2130
16S_24851337a6e7	452547	27	4546
23S_17478fd02fb7	6	0	490
23S_23035e2cbd6f	67	24	10
23S_2713d648bf95	40274	0	1
23S_23028fbc516a	4183	0	53
23S_1112cfa13fac	310	14	7
23S_1150989893a9	148884	0	18058
16S_17456e84a021	3	0	186
16S_2195eca5fd3f	71	0	81
23S_1480da7740d5	1	0	0
23S_176415768e32	4312	3	4373
23S_251900b3c002	28307	14	11
23S_22612b3917c6	1247	0	912
23S_2002772d1ec5	1	0	0
23S_10202abe79b9	3	0	314
23S_1356ee2c1d53	1005	0	536
23S_2834eb7771f6	6227	0	940
23S_1160fd4a9228	33	0	852
16S_1591b9771d4d	7	0	4
16S_17352f9d8cdf	2891	0	415
23S_2213821ae1aa	43	0	89
23S_1966618b1966	916	9	2679
16S_244427319e4b	138	5	1081
23S_18734d314c9b	7	2	1715
23S_20722d49019f	88	0	378
23S_23171e08af50	24502	5	30190
16S_2477b59d5c4a	600836	2946	363909
23S_2356bea9a958	34	0	10
23S_2387c501588e	15	0	59
23S_1784fe279a4a	58	1604	236172
23S_29790de53295	2365	0	4727
23S_23864eb7167d	2	0	2392
16S_212523904ea3	10752	0	1
16S_13648a0cca21	14	0	0
16S_1265584afbc4	998	0	156
23S_18198dc87f4c	161	10	2970
23S_1696abe0c335	1717	0	1730
23S_1513bc4d84da	51	16	5
23S_12170c79d5b0	164	1851	152561
16S_2569a9d3c21b	4481	1817	97912
16S_236994057210	1478	0	22
23S_24224dc5f836	25	0	40
23S_2411a2d2270d	1896	0	45
23S_1126aa943c99	15	0	847
23S_1704585ae48e	13	0	0
23S_239082c84936	3	0	99
23S_19023032be70	164407	3	563
16S_1374a719da9d	47070	0	3714
23S_18322b8f28aa	1	0	7871
16S_21509bb33383	49	1292	126610
23S_1353a329a145	1	0	0
23S_1796e8c5dbd8	32	0	0
23S_28116435c1a2	233741	4635	369883
16S_29909f21ff8d	51532	0	558
23S_2246be005229	58	0	2
23S_2607c8f861fd	2101	0	24
23S_132403758cb7	1	0	0
16S_10435441912c	6	9	0
16S_2738b83c1eb3	31	0	0
16S_2456ebc7df60	9	0	0
16S_216352bc87fe	26	0	1
16S_1726f5fd699b	19	0	15
16S_1054feb53875	3	0	11
16S_166290f6b8ef	25852	0	56
23S_2963ba82397c	116	0	46941
23S_161878e6a0b0	3721	11	1422
23S_222018a015da	1808	0	3109
16S_17168de6e576	1	0	1
23S_1901d2c31f2f	19	0	0
23S_1487b17bca83	1158	10	61
5S_16128478f8ac	36	0	39
23S_21457dc7ead8	1	0	7
16S_22206ec6831b	3517	33	14
16S_25251a1c16d9	16	0	4
23S_1535c24df7a9	1005	0	536
16S_204050eb0ef8	6	0	702
23S_2330b575113b	936	0	290
23S_27857187bbaf	2	0	12
16S_14740c1f1d15	574545	2948	361296
23S_1870200a2af4	2	0	0
23S_2639af0387fe	21	34	2
23S_1497e4d28697	5571	0	1967
16S_169515db1fc6	26373	35	834
23S_2010fa1a7007	516	0	20
23S_1656606546bd	8	0	1944
23S_2299f04f2051	146	0	1
23S_21220874c1cb	10832	0	1841
23S_1135e2883ff5	2902	6	739
23S_14900870334a	2591	110	12854
23S_15294c00a5c7	2	12	0
16S_276649d477b2	110012	11	839
16S_11664e8421e1	365	9	165
23S_119624f20ec4	587	0	1780
23S_2808ad0c9505	31	0	0
23S_150132b16211	46	0	198
23S_2236eeacf8ff	13	0	115
23S_2769c902f577	27	0	12
16S_2973839dab12	209037	24	29
16S_1769ff32745f	30	0	328
5S_11793e2be3ed	12	0	7
23S_1683aaefef15	288	2531	328450
23S_2735499ac4e7	3	0	0
23S_1185a5df1119	104724	0	0
23S_1511246a70ca	60	6	4
23S_18173a858a39	1843	21	2530
23S_29513c1e9734	1007	0	8660
23S_223753010296	34801	0	132
16S_1758f6821d16	15198	4	879
23S_18036071b626	3	16	17
16S_149167716eea	47	0	0
23S_27796fae34aa	2	0	5400
16S_291298f411b3	5	1	420
23S_2661ac40bb76	1	0	1
23S_14437ff30537	182815	0	807
16S_2546d0c48ebd	432847	77	5342
23S_25126003c9ff	3917	0	1716
23S_1043984d8dba	32	18	40
23S_2475fb44ad6b	12233	0	4
23S_12411252ff59	554	39	2673
23S_1571c437349e	12	0	5
16S_105273218b28	1	0	16
16S_1410e433483a	109	0	14
23S_189386d0de1b	1015	0	140
23S_211885349d97	59	0	131
23S_1856fb45dc3f	8244	2098	267529
23S_24090af36df7	72755	0	23
23S_17098305caf8	1027	0	122
23S_2712d0a57f46	13	0	185
23S_27427b81c698	33392	0	3399
23S_2100a3d1ead7	1	0	0
23S_2933b9a2b03c	1003	22	2713
23S_21518ce6ea96	1363	0	301
23S_275271579156	39	0	0
23S_191097c805ac	5860	924	110115
23S_12352a24d454	3	6	0
16S_16265c99c19e	2	0	0
16S_25235c233d07	27608	1	947
23S_251957e19a12	3	0	0
23S_1399d28f6691	9	0	263
16S_1743c53e98c8	4	0	0
23S_1709df332508	1311	0	0
23S_1807ef54438e	122	0	2
23S_10101500eaa9	42	0	1155
23S_19861c0c5900	8	0	1
16S_228551c972db	14	0	0
23S_21688ef514dc	92	2681	270155
16S_16908325da46	17	0	2948
23S_21619e8080d7	1	0	598
23S_2674f82e000b	8	0	0
23S_1739697e0534	14	0	6
23S_241571eaaa34	2076	0	24
23S_16704b97bd9e	33	0	2
23S_246103b8ce26	276	5	620
23S_2249a9819147	2	0	362
23S_26517e2a12ee	1311	0	0
23S_26475cf373b8	32	18	40
23S_13578859b45b	2	0	0
23S_2222137e660a	1	0	0
23S_2041662ec949	31	1819	175736
16S_28752715e3b2	585	0	588
23S_15815dd46532	15	0	36
16S_2872b33a5187	43675	0	620
16S_148464d3c2ed	7	0	76
16S_2353735758ae	31	0	0
23S_15256432be17	97	4	403
16S_191418e5f72c	103086	884	81913
5S_25136f942729	7	0	7
23S_2527b75c382f	2	0	15
16S_11732475bf3a	209037	24	29
23S_20201fc09764	2058	0	2342
23S_1490eeea8981	146	2305	168792
23S_268475fad93a	8	0	0
16S_1139a8deb2b5	32874	0	1051
16S_2459d1d46cc9	446	19	0
23S_1380063b72dc	1	0	506
23S_1124dbe33beb	1	0	3103
23S_1869f110d3c8	8	0	27
23S_170361efdf9a	3	0	7
16S_208436c45ca3	126561	92	777
23S_198316d34708	2	0	0
23S_1079ecec7351	2690	6	0
16S_2682b52200cf	723	23	820
16S_1739cfb57892	343	0	61
23S_1976839e8253	21	0	18
23S_19894d61fe06	2182	0	24
23S_1008a80b176c	574	0	36
23S_2321e15da7a9	439	175	545
16S_184948bc08c6	543	0	0
16S_2136137a5e42	138673	1129	122804
16S_207130089ea6	2684	0	8
23S_17239233f9d1	1	4	0
16S_23719963aa38	1591	0	158
23S_27006e1cc199	135	0	100
16S_14709ab4cc76	41264	9	4647
23S_2473c1e0556e	2	0	0
23S_14260158b55c	9	0	58
23S_2294958b58aa	18	0	2
23S_1377858434b6	93	0	1653
23S_1282075e249e	8848	0	26
23S_1729134a8a56	4	0	2392
16S_1230700386bb	1	0	0
23S_2265707dcbdf	1040	0	489
23S_1124ada23fc4	36576	0	8546
16S_23054b361ee6	59	0	4
23S_1433595e7e3b	327754	1838	211122
23S_16594651108b	8	0	1722
16S_1525c2154638	438	1962	158577
16S_193581364865	131	0	24
23S_19798a6e13b5	16	0	0
23S_26929c1b3436	50	0	9511
23S_1629061dfc77	5	2046	188284
23S_2009f6331bb8	4	0	0
16S_1347c9e3bb4b	9	0	4
23S_1440bc871019	2	0	0
16S_1219e4b629dd	11	0	0
23S_27074f6fe4cf	441	0	91
23S_215494829221	31611	0	94
16S_2716cf45858a	1	0	0
23S_2221d1021df2	2	0	1
23S_29238cf80ac0	2	0	663
23S_22229f472b87	99991	5	12594
23S_1170b51e8251	5	0	0
23S_26896b2c44ae	174516	3612	595988
16S_1210461c536e	3303	1611	136759
23S_1844dfb45aa2	94181	0	7079
23S_223309c5b594	6227	0	940
23S_2300bf1064e5	3	0	1
23S_2104258a15c9	312	70	238
16S_13481f234a26	8227	18	15
23S_16021128e8d8	3072	0	3866
23S_1798f39a3ee6	1	0	0
16S_27735f3b7cf8	4481	1817	97912
23S_21614f22d980	6	0	654
23S_177988825e60	1	0	1202
23S_2659820d5cab	3	0	0
16S_10483cd20e66	5	0	0
16S_25036e534b03	8	0	0
23S_24138001a847	46855	70	1071
16S_2983fdcb119f	1	0	48
23S_239605f065e9	2216	8	10623
23S_2307ce6c6926	10628	8	372
16S_20350ade3c5c	18395	0	0
23S_24498faa103b	11	0	634
23S_2434a1f904a2	24	0	114
23S_28798835d774	14	0	24
23S_13727bfa9c53	111	119	40842
16S_1890a14a6ad2	213080	1	14634
23S_22064be04d98	4	2091	502480
16S_10036573a6ff	53	1035	128726
23S_2951a1bdd4da	1537	0	19
23S_17160c5702b6	677	27	8
23S_1017bae1330e	1	0	836
16S_2103203f4ed1	489	12	0
16S_278419a6fa0f	3133	16	1952
23S_173945aff66f	19033	0	1137
23S_161143d47bac	2	0	0
23S_279888a5e49a	2575	1537	134412
23S_2763a4e09ccb	181	0	84
16S_199540ca323d	30	0	0
16S_205301334d82	3	0	9
16S_2021c854c322	1	0	0
23S_191898944b1f	30	0	0
23S_20056b5b28d2	3016	574	73212
23S_1143443f8d83	1	0	10
16S_1948ef0accc7	6	0	11
23S_2727ed5992c1	1	6	1534
16S_2773b87f59a1	212541	4680	304278
16S_1868f4f48a18	1	0	0
16S_1454fa1a2df5	17639	0	705
16S_2816e3453a2a	353273	0	29
23S_253293e392f9	1	0	20438
23S_1510f9e7f93d	3992	0	1588
23S_24754f04ec42	1	9	0
23S_2665605518fd	3	0	0
16S_2466227c42cb	8	0	0
23S_133717712b5d	2615	41	96
16S_20937fb25e0a	343	426	88
16S_2566f3853355	2	0	0
16S_282301e22aaf	27	0	1
16S_12864e8177ac	2	0	4
16S_17787ad798f9	1024	0	10
23S_12322f994b59	1	0	7347
23S_2858d7060863	6333	0	5170
23S_11370f6231a8	2	0	0
23S_271809644a06	42	0	1146
5S_21586464c673	36	0	43
16S_112754bfd9d7	6329	0	12
23S_185672db9286	30379	0	6
23S_149923d56f08	441	0	91
23S_2654b6bd9aef	4	0	0
23S_204169aaf670	29	0	242
16S_121219947134	5	0	0
16S_1653cd47e852	179	2047	126047
16S_2040b97d8187	146	4	0
23S_263834ef7660	204	0	1118
23S_29652efcee81	149400	0	996
23S_20964cfeb343	7	0	1425
16S_231391e8e3fc	329747	0	25
23S_1116a2c88907	8	0	0
16S_1326d8a25990	3348	1552	136713
16S_2437003cf396	1823	13	107
23S_2507ccb81027	6	0	1
16S_1106019ae300	161	8	1317
16S_2530d808d75b	765	0	7831
23S_2539ed25c984	49	0	941
23S_2688aa4e4d6c	2	0	3185
23S_12638dbadffe	66	0	4
16S_299529ed6f53	78754	0	605
23S_1792003f075c	4	0	417
23S_179043c881d5	3	0	0
16S_220791b28016	184	3486	175943
23S_242371d2f48e	19	0	62
23S_2389deff42c5	13328	0	0
23S_18082c3071cf	16	0	0
23S_127262fdb8c9	121	1	379
16S_1774d7167b46	308	182	302
16S_22982dcd9c95	17	0	163
23S_29892f438391	1639	0	5
23S_1913b7c4e2d1	3706	493	12
23S_2279781e7983	18632	0	39
16S_119607233f3b	157	0	26
23S_1485414e759d	13	12	58
23S_2360c4f76aa8	30456	905	68182
16S_22176b51b3fe	11562	0	56
16S_251958902e03	1	2	384
16S_248171eb7aec	306494	1683	340213
5S_265370b8472b	2	0	4
23S_19578db3d1ad	29	0	242
23S_1326e3adbf32	97325	660	89031
23S_1947497ea839	4	0	78
16S_27548a303056	1	0	0
23S_22537549cdc1	193224	339	1832
23S_170876c18858	2701	0	0
5S_23897ee167e7	1	0	3
23S_2088dc839570	2240	2	25270
16S_1242889ae33c	4436	0	1084
23S_15157285f018	293	350	0
23S_2934eb15f823	2	0	1499
16S_103334f322b3	161	0	7
23S_27215cbb1d42	3976	0	1210
23S_22185d0911bb	816	0	1184
16S_1936376c2210	505939	4195	339495
23S_2735f0cc50b1	3	0	1
16S_1980219302a9	47	0	3325
23S_24188db7ac35	19	0	1
16S_1833f7754514	88413	0	401
23S_2771639e5d01	3921	0	3877
23S_1195810075fd	2	0	66
23S_15140ab74242	2	0	15
23S_1666ae31e185	49	0	0
23S_1233cf66cbcd	42250	0	531
23S_2125b814af06	341	1	1763
23S_237077a5b63f	7	0	4
23S_230805e7af0c	1	0	0
16S_1802fe80663d	7364	21	1038
23S_2338473f9a60	1	0	0
16S_1893206dc01a	47	36	766
16S_2882ee791cac	6	2863	213961
23S_26342f8f490d	8848	0	26
23S_1153992ea8c0	3	0	0
23S_258984a6373e	60	0	45
23S_1514b101ed4c	33	163	0
23S_10057366034d	3289	0	441
5S_25247e541fce	1	0	7
16S_24701dfada3d	2	0	203
23S_1230aeb15fe9	30	1942	161945
23S_1404d4adb1a4	14	1	0
23S_27275185ddc2	3286	0	191
23S_1583a2167954	108	0	261
23S_2898a3ddfe42	15	0	847
16S_1387bce3f9e4	4	4975	253527
16S_2422723cee66	2416	2085	185318
16S_1812a8ecc8b4	26	0	0
23S_1431519561b2	8	788	62321
23S_29186e01d30f	185	8	206
16S_160071564472	1	0	15
23S_12722000cc90	6442	16	13
16S_1216c87bb0a8	6	0	4
16S_1565183057bd	17	0	163
23S_1775cccd6f6d	180	1844	149123
23S_18286a5a79b5	2	0	10
23S_1838d7ca71d7	36468	1563	113162
16S_19826e39c399	2810	0	1530
23S_21080946c411	2	0	1
16S_2271d9fe2020	746	0	7906
16S_27072d35cdaa	330	0	255
23S_20716ad8f44a	937	793	1853
23S_1903c59b9121	2580	25	569
23S_2464900d5f80	3	0	74
23S_1578cc9c028a	2801	63	3555
16S_12628873105e	3	0	0
23S_168398da6f34	181	0	1752
23S_2617c3526565	76892	4	7742
16S_1147e1666e9f	12	0	0
16S_2738a41ff903	256	7	1001
16S_188701c46119	38301	1605	150313
16S_2439f788a9c4	2670	0	788
16S_1769a886607f	1	0	0
23S_2408ac364151	15	0	49
23S_1684abdc6277	5	0	131
16S_253975392218	419	705	775
23S_279575f76d8c	2	0	0
23S_11825bf98d69	90	0	0
23S_1738197bfa50	8	6	5
23S_2524d9cee0b3	3	0	0
23S_23947076c212	121	0	648
23S_23385042fc44	35	4	0
16S_173629e7ece6	9311	2110	162373
16S_26909d30283e	930	0	5239
16S_21004881034a	628	563	221
23S_16227359f602	11	0	0
16S_17559e5e96e0	214	0	5
23S_23967b0d0e1b	195	0	680
16S_145726249cfb	2	1	512
23S_1663bfaa1caa	96	5	117
16S_10133a36d4ca	3	0	0
5S_23482b6bde1e	105	7	102
23S_17580bd192dc	8	0	381
23S_21643ff39605	5118	0	10
23S_16394b682a4f	1	0	3
23S_1555cccac34a	19	0	1
23S_25182409dfff	2	0	19
16S_14849d01a46f	563	0	221
23S_13741a3f8dca	183	0	29
23S_2761519aac4a	21	0	344
23S_10148e379a1e	345	7	0
23S_26879d38de3a	3	0	2
23S_236624496a2b	39845	6	1255
23S_2569ea1c78c3	4930	938	132545
23S_117207186f2c	2	0	0
16S_292062a62a54	17	0	4
23S_13095449007a	11	0	823
16S_2138ba671c5c	6	0	0
23S_1812f33a5bf2	26	0	767
23S_2265e7f595e3	17	0	81
16S_1114b279354b	43	0	45
23S_2587911eb0e9	2	0	0
16S_2352b3cd2355	112752	0	5979
23S_22524b6fd303	29	0	5
23S_2943a925e334	1	8	1
16S_2355797691c6	6	0	10
23S_185562beb224	38	5	5
23S_154703cbb833	3	0	0
23S_17495f6c4b51	60	0	2
23S_14181d19c561	366	553	31690
23S_26649a1c511a	54	0	423
23S_183268280a09	1	0	16
23S_10571d378412	14	26	31
23S_2571caa6c3e0	327	113	867
16S_1908d9da95ef	4	0	861
23S_17537a33f787	126	11	9
16S_18839aa6fabe	354	0	5787
23S_1439cebffc1b	228	28	301
23S_2119b230c4c7	1737	23	629
23S_115764272853	36	0	1027
23S_13102f5027f4	4660	1545	186998
16S_2890396345b6	1	0	0
23S_2960f53fa57b	47	0	4134
23S_1611f634c577	13	0	1
23S_2035d4919b96	39543	0	6470
23S_29261e3cd7be	357	0	3
23S_2791b3c4733b	118	0	0
16S_2378fb2ae865	418	125	37
23S_2992682a5425	57	6	565
23S_221046e8a404	57891	0	139
23S_1030161e8e15	15	0	0
23S_1910c70bb3da	18	0	0
16S_134418d01312	49	0	240
16S_185532423ccd	2	2	310
23S_1224f798dfac	41	0	1816
16S_1964e94d8364	148	0	0
23S_2491cd9ba36b	6	0	656
23S_13931694786e	1	0	0
16S_12212df4c289	1	0	0
23S_20880ab8baec	1364	2	112069
23S_241935042cb0	366	553	31690
23S_1272a6d69f6a	2894	0	182
16S_1666679e3f41	4	0	1
23S_1208b53ba923	30216	0	1196
23S_187655129bf2	1367	0	3
23S_134052bf3193	72035	0	6
16S_2926c7aaeb3e	387	1	189
16S_15585974e4b6	63	0	0
23S_2739c90e67c1	1	0	0
16S_1108ed8010ec	23	0	0
23S_287842715457	29	13	247
16S_175526580d7a	30139	16	1655
23S_25673bd0cf8d	69	0	240
23S_1729976954cc	24	0	1755
23S_21868586a519	31	0	12016
16S_151064f3ca00	3253	7	324
23S_2803a26b049b	1	0	20
23S_1351d9560d82	68	0	0
5S_1976eb646470	88	0	94
23S_111320f21669	30684	0	3604
23S_1621874dacee	8	0	34
16S_2154bbe9016c	143023	0	16
23S_2861d5e12dc8	46	22	2715
16S_213019a84aca	5	0	11
16S_26911ec297a1	101	0	1839
16S_18453c7d22b3	384768	1849	123227
23S_1855b40a5c7b	4	0	1111
23S_12507c0b407d	22	1	1
23S_17393141f25e	48	0	71
23S_1791d04487fd	1	0	0
23S_17840d2c4450	36003	0	148
23S_1326acaf7e2a	1	0	4
23S_148652ea8db0	5875	0	1730
23S_2862fe765409	109	1	1333
23S_1284e32f3a2c	21	37	1566
16S_22753351c420	123	1	1
23S_21191f0c5a77	8	0	2
23S_164400e403d2	7429	0	12
16S_296643948efa	957	0	98
16S_1016625b858f	2	1	512
23S_129612050586	140	0	126
23S_1112148fcd43	1572	41	431
23S_1789766924a2	108	0	0
23S_1475a85a38ab	16	1583	135816
23S_119170901305	18736	2	2384
23S_1399ed2fe045	3017	1	561
16S_2901953d0580	145	2	0
23S_1883ca0859f6	58	0	37
23S_2084300a27f8	5702	0	9
23S_2726f0ffcb78	16	0	26
23S_2129ab8df2db	247	2	5
23S_1209dd9f52cd	33	0	803
16S_29876540b607	17	0	0
23S_21556daeee04	1316	7	2606
16S_218186efcbec	7	0	393
23S_1077ef3f5bc7	4	0	5
23S_216841e446a5	733	5	228
23S_11077a9eb4f3	1712	0	4625
23S_1603b0e1c1f0	2363	11	127
23S_18475a958a53	98	15	1
23S_25091fe06e1e	2	0	5037
23S_271072f16b7d	146	2305	168792
23S_11468b385039	27	0	12
16S_25635bfb7f18	16	0	1
16S_28010f19d9a6	41486	0	325
16S_2611520f215f	1860	84	434
23S_273385bee185	255911	0	22
23S_26718c82f667	134	0	0
16S_122453c72ad0	91	0	0
23S_185574dc1f16	8	0	1
16S_272886e1d424	1	0	0
23S_2037931cc3fa	50	0	0
23S_139686579dcc	64	1	1
23S_27297b5fc567	8	0	203
16S_29519c077c7a	50	0	0
23S_2109b69cdcb3	19	0	62
23S_1302dfe12352	20	0	10
23S_2596ebb015bf	29	0	30251
23S_2275e2614c2f	17	0	0
23S_1800e9723c9d	38735	3466	277872
5S_1265466dff8d	1	0	3
16S_2596ab350521	4	1	477
23S_208374a426b4	103170	9	464
23S_11775065ca7e	5	0	657
16S_27566712b5cf	103086	884	81913
16S_2538a6f13b36	1	0	0
23S_1155995a1dda	451	0	1316
23S_2654b49fd9e6	120	0	45
16S_1782e3e86f11	21	0	0
16S_118051e40539	47	36	766
23S_279511fb58e9	46598	0	3008
23S_136668c59017	1920	0	898
16S_15957e29cc6f	13	0	8
23S_1402cfe06d29	9	1082	108377
16S_1901c19fd905	59	0	4
23S_22526abae8b3	86	0	345
16S_22057cb474c6	28	2	302
23S_1376a3847ed5	105	1	1331
23S_211579c47447	2	1078	121102
23S_2439600e1fd3	18	0	249
16S_137700cc16fb	77	956	127379
23S_200067cc948c	4	0	4
23S_284820aedd3b	2	0	0
23S_1006e7542abd	11	1	10
23S_1507d6fb5da3	1	1	531
23S_17497f202a77	1422	5	1322
23S_17901edca2d3	841	5	23958
23S_2205f5ff2bfb	4336	0	1242
23S_18956eb7f6d6	188	6	20730
23S_1527eaec9a3d	193416	1349	109161
23S_2350b9ea90af	277	0	3
16S_1552a9ea411c	182	13	1
23S_2872c87d7877	415	0	551
23S_27563e4f2568	38880	2745	269531
23S_28504ddee02b	283	0	1527
23S_11865ad2c014	3184	0	15
16S_2437cfb88e52	2054	387	32130
16S_15021f4dc9f9	331251	2629	268318
23S_23746601fb66	258	738	2
23S_151652a991fd	14512	0	375
23S_112870fbeca4	15	19	0
16S_15401e1f06fc	1	0	699
23S_2835b3c3d25a	2821	0	2554
23S_2659d34ab714	189	0	22
16S_26986fd87f3a	36	0	3389
16S_1778e4520122	57	0	1552
23S_18198d5b33d0	4	0	382
23S_1074c678242b	67	0	1
23S_19819810e2d1	2821	0	2554
23S_11973c4b0b6d	319	392	285
23S_127153a12026	49	0	2
16S_17652162fdd8	2512	52	517
16S_29126a194a75	70	0	1
16S_19490ed21831	10	0	6
23S_2417f2368762	90577	0	2
16S_118213f42a08	17	60	328
23S_1811542be9cd	4513	4	784
23S_2847049b2997	9	1082	108377
23S_116815ea45e0	4	0	1153
23S_1530509021c2	6	0	1771
23S_1990f4eb11d0	2365	0	4727
16S_2307952c6f3a	776	0	1342
23S_278329de75fa	2233	0	5079
23S_2964b7c17970	2	0	0
16S_10625be6f493	6	0	703
23S_1417d0801050	2	0	0
16S_290949358370	117814	0	1335
23S_21243f7c9796	395	25	482
23S_18320285fd91	576	5	68
16S_26594a78df6f	261	3	4173
16S_182712bd97c2	34	18	0
23S_29422d026229	10	0	368
23S_2539a1e9eb4a	7447	0	15
23S_1609d74daf34	52	0	8346
23S_26867d1a4844	343	276	6
16S_1935a0645976	13	0	1
23S_19317db97871	3017	1	561
23S_25653f750c09	30	0	0
16S_1170236b6d51	7	2489	368605
23S_11251a4c73c9	23	6	367
23S_22498d69e075	118	0	0
23S_28899b76be00	27	0	1
16S_2397ea0d4b33	4	0	0
23S_1182cde6d89f	6048	0	1367
16S_2905697de086	11	0	358
23S_17042ed78f5f	60	0	45
23S_22290f9087c6	16	0	2
23S_269784d0e832	150	221	309
23S_24630a5f733a	112825	0	540
23S_1899426d33d1	294	0	703
16S_21604784b368	6	0	0
16S_21547e714e82	13	0	17
16S_1519651c5288	52	248	14686
23S_1304ef740d4e	91	0	1649
23S_13558671abd3	10	0	2
23S_194002875571	44900	0	7584
23S_1392198494e0	6	0	717
23S_2496a97be460	65327	53	454
16S_11787c7b096a	84558	19	1296
23S_2309a2912841	2	0	1058
23S_1668748471b3	2	1	1
23S_235552a256af	9	0	40
23S_17304e373062	2	0	1
23S_1638a086e53e	7293	0	3097
23S_28808d750cf5	112286	0	4136
23S_106097fcecc8	16	1	148
23S_112276d0f70c	2554	0	1309
16S_1416565a136b	2935	33	1549
23S_1898903654d8	1	0	1
16S_1265b3e7350d	6	0	11
23S_1640380eea52	1	0	598
23S_246859db6dee	86	0	42035
16S_1519a56f4c02	6973	22	1350
23S_1286eeb855d9	10	0	0
23S_251677e95b0e	85	0	1
23S_19834bf3b523	6	0	696
23S_1720c022b89c	391	426	13
23S_2421f0a174d7	25	0	0
16S_116299677ccf	138	0	29
16S_14738188b3ba	33	704	65357
23S_204585910559	59	0	0
23S_180301b70599	56	0	2
23S_2140a767c185	37	0	1100
23S_287841e223dc	2580	25	569
23S_2706a5b04138	6542	2	8
23S_11712beee25c	5587	0	65
23S_11084373f6c6	806	0	316
23S_151368861eb1	1	0	0
16S_2802893a6660	1	0	333
16S_2686c526f031	19	0	6
23S_1201431e85fe	31	0	1
16S_1727ad8af783	233	0	322
23S_17007d3e5a99	1	0	0
16S_2389335d919c	21	0	0
23S_2149ec3517da	4730	1822	146722
16S_297022927310	3565	0	352
23S_1374a3e78763	3	0	0
23S_1569e4a449b0	12	0	0
16S_1899bfd0394b	52	248	14686
23S_2992ce8b1b5c	4	2211	505348
23S_2381f8152613	2	0	1948
23S_1730d43d4968	117	0	23
23S_2382025570db	37593	0	22488
23S_249965581687	47191	0	3373
16S_1287570032a0	153	0	861
16S_282295b4dcce	10	0	0
16S_19213ec94db4	4193	24	8
23S_10213f8a7e5c	59963	24	594
23S_20525c57952e	6	0	0
23S_2436492bb813	191	0	385
16S_2412b1b0df4a	2	0	0
16S_15261abdf599	10	124	9
16S_2805121e3094	585	0	588
23S_1017c8980d40	2	3	220
23S_2736e4f79289	2	3	0
23S_152974bccc23	7	12	6
16S_15967f5f6ef9	86	0	1
23S_21798d243666	501	1	2
